MRA_term,Modified_term,SearcherReturned_term,State,Rank
Abortion spontaneous incomplete complicated,abotrion speontaneoul ciomplete qcompliated,Abortion spontaneous complete complicated,Unmatched,1st
Acne,cane,Bone cancer,Unmatched,1st
Acral lentiginous melanoma stage III,acrfl lentiignobs meklanoma xstage ii,Acral lentiginous melanoma stage II,Unmatched,1st
Acral lentiginous melanoma stage III,caral lrentkiginous melaioma stagz ii,Acral lentiginous melanoma stage II,Unmatched,1st
Acral lentiginous melanoma stage III,acrla lentginosu melanomax stuge ii,Acral lentiginous melanoma stage II,Unmatched,1st
Acral lentiginous melanoma stage III,acrla elntiginouc mlanoma tsage ii,Acral lentiginous melanoma stage II,Unmatched,1st
Acral lentiginous melanoma stage III,caral lentiginwoes melanma lstage ii,Acral lentiginous melanoma stage II,Unmatched,1st
Acral lentiginous melanoma stage IV,acrl lektignious melaonma sztage iv,Acral lentiginous melanoma stage II,Unmatched,1st
Acral lentiginous melanoma stage IV,acal lentiinousk mlanoma sstage iv,Acral lentiginous melanoma stage II,Unmatched,1st
Acral lentiginous melanoma stage IV,acal letignious melanoam stkge iv,Acral lentiginous melanoma stage II,Unmatched,1st
Acral lentiginous melanoma stage IV,acial ntiginous medlanoma stagye iv,Acral lentiginous melanoma stage II,Unmatched,1st
Acral lentiginous melanoma stage IV,acrvl letnigionus melzanoma kstage iv,Acral lentiginous melanoma stage II,Unmatched,1st
Adenosquamous cell lung cancer stage I,adenoosquaimous cxell ulng cnacer staeg i,Adenosquamous cell lung cancer stage 0,Unmatched,1st
Adenosquamous cell lung cancer stage I,adevosqufamous kell klung cancez sytage i,Adenosquamous cell lung cancer stage 0,Unmatched,1st
Adenosquamous cell lung cancer stage I,abdesnosquamous cqell lulng cancr tsage i,Adenosquamous cell lung cancer stage 0,Unmatched,1st
Adenosquamous cell lung cancer stage I,adenosqaumosu cjll slung canvcer staee i,Adenosquamous cell lung cancer stage 0,Unmatched,1st
Adenosquamous cell lung cancer stage I,adenosquaamoux ceyll luyng cancqer tsage i,Adenosquamous cell lung cancer stage 0,Unmatched,1st
Adenosquamous cell lung cancer stage III,advenosquamoos cel plung caner stagl ii,Adenosquamous cell lung cancer stage II,Unmatched,1st
Adenosquamous cell lung cancer stage III,aedqnosquamous cmll lutg acncer stge iyii,Adenosquamous cell lung cancer stage II,Unmatched,1st
Adenosquamous cell lung cancer stage III,adzenosquaous cll lug canecr staeg ii,Adenosquamous cell lung cancer stage II,Unmatched,1st
Adenosquamous cell lung cancer stage III,adenmoskquamous cefll ulng ecancer bstage ii,Adenosquamous cell lung cancer stage II,Unmatched,1st
Adenosquamous cell lung cancer stage III,aenostquamous cel ilung cancsr staga ikii,Adenosquamous cell lung cancer stage II,Unmatched,1st
Adenosquamous cell lung cancer stage IV,adensqugmous cel lunwg canxer tsage iv,Adenosquamous cell lung cancer stage II,Unmatched,1st
Adenosquamous cell lung cancer stage IV,aenosqualmous ecll lng cancerq stjage iv,Adenosquamous cell lung cancer stage II,Unmatched,1st
Adenosquamous cell lung cancer stage IV,adxenosqumaous ecll lug canchr stagev iv,Adenosquamous cell lung cancer stage II,Unmatched,1st
Adenosquamous cell lung cancer stage IV,aydeeosquamous call ulng acncer stagem iv,Adenosquamous cell lung cancer stage II,Unmatched,1st
Adenosquamous cell lung cancer stage IV,adenosuamkus ell lunt cacner staeg iv,Adenosquamous cell lung cancer stage II,Unmatched,1st
Adult T-cell lymphoma/leukaemia stage III,adul t cefl lymphoja neukaeima state iri,Adult T-cell lymphoma/leukaemia stage II,Unmatched,1st
Adult T-cell lymphoma/leukaemia stage III,adul t cnell lympohma leukanmeia tage iik,Adult T-cell lymphoma/leukaemia stage II,Unmatched,1st
Adult T-cell lymphoma/leukaemia stage III,adul t celg lymwhoma lekauemia swage riii,Adult T-cell lymphoma/leukaemia stage II,Unmatched,1st
Adult T-cell lymphoma/leukaemia stage III,adlut t ccll lymphma leukaemzi stge tiii,Adult T-cell lymphoma/leukaemia stage II,Unmatched,1st
Adult T-cell lymphoma/leukaemia stage IV,adutl t cexll lymphoam leukaembaia tsage iv,Adult T-cell lymphoma/leukaemia stage II,Unmatched,1st
Adult T-cell lymphoma/leukaemia stage IV,sadult t cvll lymlphoma luekaema stae iv,Adult T-cell lymphoma/leukaemia stage II,Unmatched,1st
Adult T-cell lymphoma/leukaemia stage IV,aduli t ecll lympfoma lekaemua satge iv,Adult T-cell lymphoma/leukaemia stage II,Unmatched,1st
Adult T-cell lymphoma/leukaemia stage IV,adutl t clel llymphoma lelkatmia setage iv,Adult T-cell lymphoma/leukaemia stage II,Unmatched,1st
Adult T-cell lymphoma/leukaemia stage IV,aduly t cll limphoma leuakezmia sage iv,Adult T-cell lymphoma/leukaemia stage II,Unmatched,1st
Aldosterone urine increased,albotserone urin ndcreased,Aldosterone urine decreased,Unmatched,1st
Aldosterone urine increased,aldosterfoen nrine rcreased,Aldosterone urine decreased,Unmatched,1st
Alpha 2 globulin,albha 2 globlin,Alpha 1 globulin,Unmatched,1st
Alpha 2 globulin,apha 2 globuli,Alpha 1 globulin,Unmatched,1st
Alpha 2 globulin,dlpha 2 globulni,Alpha 1 globulin,Unmatched,1st
Alpha 2 globulin,almha 2 globiulin,Alpha 1 globulin,Unmatched,1st
Alpha 2 globulin,albpha 2 gkobulin,Alpha 1 globulin,Unmatched,1st
Alpha 2 globulin abnormal,alph 2 gloulin abnomral,Alpha 1 globulin abnormal,Unmatched,1st
Alpha 2 globulin abnormal,alphca 2 globualin abnormla,Alpha 1 globulin abnormal,Unmatched,1st
Alpha 2 globulin abnormal,alpiha 2 globtulin abnomral,Alpha 1 globulin abnormal,Unmatched,1st
Alpha 2 globulin abnormal,ampha 2 globulib abnorral,Alpha 1 globulin abnormal,Unmatched,1st
Alpha 2 globulin abnormal,alph 2 glboulin banormal,Alpha 1 globulin abnormal,Unmatched,1st
Alpha 2 globulin decreased,agpha 2 ghobulin decreaseidp,Alpha 1 globulin decreased,Unmatched,1st
Alpha 2 globulin decreased,alpaha 2 golbulin decrecaed,Alpha 1 globulin decreased,Unmatched,1st
Alpha 2 globulin decreased,alpiha 2 vlobulin decrbpsed,Alpha 1 globulin decreased,Unmatched,1st
