MRA_term,Modified_term,SearcherReturned_term,State,Rank
Blood immunoglobulin M abnormal,blodo immuonlobulin m banormal,Blood immunoglobulin G abnormal,Unmatched,5th
Blood immunoglobulin M abnormal,blozod immuonglobluin m bnormal,Blood immunoglobulin G abnormal,Unmatched,5th
Blood immunoglobulin M decreased,slood immungolobslin m xzcreased,Blood immunoglobulin G decreased,Unmatched,5th
Blood immunoglobulin M increased,bloo ixmunogloulin m mcreased,Blood immunoglobulin G decreased,Unmatched,5th
Blood immunoglobulin M normal,gblood imjunoglobulifn m hnormal,Blood immunoglobulin G abnormal,Unmatched,5th
Coagulation factor XII level,coaguyltion fatcor ixi ljevel,Coagulation factor XI level,Unmatched,5th
Coagulation factor XII level increased,cobgulaiton facor ixi leve incresead,Coagulation factor XI level increased,Unmatched,5th
Coagulation factor XIII level,ckagalation factro ixii levl,Coagulation factor XII level,Unmatched,5th
Coagulation factor XIII level,coagioation factr xii levl,Coagulation factor XII level,Unmatched,5th
Coagulation factor XIII level,coaguaytion afctor ixii lqevel,Coagulation factor XII level,Unmatched,5th
Coagulation factor XIII level,coagkulationc fator xii lvel,Coagulation factor XII level,Unmatched,5th
Coagulation factor XIII level decreased,coadulatioj flctor ixii lvel dyecreatsed,Coagulation factor XII level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coaugation fadtor xii evel dcreasd,Coagulation factor XII level decreased,Unmatched,5th
Coagulation factor XIII level decreased,coaglatiaon factop xii lvvel decwrzased,Coagulation factor XII level decreased,Unmatched,5th
Coagulation factor XIII level increased,coagualtino factpr ixii pevel incryaked,Coagulation factor XII level increased,Unmatched,5th
Coagulation factor XIII level increased,cioafulation facthr xii evel increasbe,Coagulation factor XII level increased,Unmatched,5th
Coagulation factor XIII level increased,coagulatilno fuctor xii evel nicrejsed,Coagulation factor XII level increased,Unmatched,5th
Emphysema,emphema,Brain empyema,Unmatched,5th
Factor XIII deficiency,facxtor ixii deficiecjy,Factor XI deficiency,Unmatched,5th
Hepatitis F,hreptitis f,Hepatitis E,Unmatched,5th
Hepatitis F,hepatimim f,Hepatitis E,Unmatched,5th
Hepatitis F,hepatis f,Hepatitis E,Unmatched,5th
Hepatitis F,hqeptitis f,Hepatitis E,Unmatched,5th
Hepatitis F,sepatctis f,Hepatitis E,Unmatched,5th
Hepatitis G,hgepatnitis g,Hepatitis E,Unmatched,5th
Hepatitis G,heptaifis g,Hepatitis E,Unmatched,5th
Hepatitis G,hepatitni g,Hepatitis E,Unmatched,5th
Hepatitis G,hepstitix g,Hepatitis E,Unmatched,5th
Hepatitis G,heaptitiu g,Hepatitis E,Unmatched,5th
Hepatitis H,heaptitix h,Hepatitis E,Unmatched,5th
Hepatitis H,hepatxiits h,Hepatitis E,Unmatched,5th
Hepatitis H,hnepatits h,Hepatitis E,Unmatched,5th
Hepatitis H,hepaitti h,Hepatitis E,Unmatched,5th
Hepatitis H,heaptiits h,Hepatitis E,Unmatched,5th
Pharyngeal cancer stage I,parygeal caccer stapge i,Pharyngeal cancer stage 0,Unmatched,5th
Pharyngeal cancer stage III,paryngelal cncer stae ifi,Pharyngeal cancer stage I,Unmatched,5th
Prostatism,prostatmi,Prostatic disorder,Unmatched,5th
Renal cancer stage III,enal caner stge ixi,Renal cancer stage I,Unmatched,5th
Stress,tress,Cardiac stress test normal,Unmatched,5th
Urethritis,utrhritis,Arthritis reactive,Unmatched,5th
XIth nerve injury,ixth neree injuy,XIIth nerve injury,Unmatched,5th
Complement factor C2 increased,complemaen factr c2 hcreased,Complement factor C1 decreased,Unmatched,5th
Factor XII deficiency,afctor ixi dfciiency,Factor VIII deficiency,Unmatched,5th
Factor III deficiency,facttor ii deifiency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,fattor giii deifcency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,facotr diii dfeicaency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,fcator ilii defziency,Factor XII deficiency,Unmatched,5th
Factor III deficiency,factobr dii edficiexcy,Factor XII deficiency,Unmatched,5th
Injection,jiection,Ejection fraction abnormal,Unmatched,5th
Trisomy 18,tnisomy 18,Trisomy 8,Unmatched,5th
Trisomy 18,rtisomy 18,Trisomy 8,Unmatched,5th
Trisomy 18,trisomn 18,Trisomy 8,Unmatched,5th
Trisomy 18,trigomy 18,Trisomy 8,Unmatched,5th
Trisomy 18,trmsomy 18,Trisomy 8,Unmatched,5th
Trisomy 17,trisbomy 17,Trisomy 18,Unmatched,5th
Trisomy 17,triisomy 17,Trisomy 18,Unmatched,5th
Trisomy 17,tgrisomy 17,Trisomy 18,Unmatched,5th
Trisomy 17,trisovy 17,Trisomy 18,Unmatched,5th
Trisomy 17,ztrisomy 17,Trisomy 18,Unmatched,5th
Hepatitis E antibody normal,epatiis e natibody ynormal,Hepatitis E antibody abnormal,Unmatched,5th
Coagulation factor VII level abnormal,coagultiion factorw ivi levle anbormal,Coagulation factor IX level abnormal,Unmatched,5th
Coagulation factor XII level abnormal,caogulatiorn actor ixi lkvel agnormal,Coagulation factor VII level abnormal,Unmatched,5th
Coagulation factor XIII level abnormal,bocagulation fcator xii elvel abnorml,Coagulation factor XII level abnormal,Unmatched,5th
Coagulation factor XIII level abnormal,coaguatiohn afctor ixii lveel aknormal,Coagulation factor VII level abnormal,Unmatched,5th
Trisomy 15,trsomy 15,Trisomy 18,Unmatched,5th
Trisomy 15,tirsomy 15,Trisomy 18,Unmatched,5th
Trisomy 15,trisomby 15,Trisomy 18,Unmatched,5th
Trisomy 15,triomy 15,Trisomy 18,Unmatched,5th
Trisomy 15,utrisomy 15,Trisomy 18,Unmatched,5th
Pearson's syndrome,parson' syndromz,Dyke-Davidoff-Masson syndrome,Unmatched,5th
Trisomy 12,rtisomy 12,Trisomy 18,Unmatched,5th
Trisomy 12,tcisomy 12,Trisomy 18,Unmatched,5th
Trisomy 12,trsiomy 12,Trisomy 18,Unmatched,5th
Trisomy 12,trcsomy 12,Trisomy 18,Unmatched,5th
Trisomy 12,trisoqy 12,Trisomy 18,Unmatched,5th
Coagulation factor XII level normal,coargulaiton fuctor ixi levle nomral,Coagulation factor XI level normal,Unmatched,5th
Coagulation factor XII level normal,coagultaioni fcator ixi leve nowrmal,Coagulation factor XI level normal,Unmatched,5th
Coagulation factor XIII level normal,coagoklation facxor ixii lfvel norhal,Coagulation factor XII level normal,Unmatched,5th
Coagulation factor XIII level normal,cloagulabion facor ixii leevl normyl,Coagulation factor XII level normal,Unmatched,5th
Coagulation factor XIII level normal,coagulaapion ffactor ixii lvel eormal,Coagulation factor XII level normal,Unmatched,5th
Trisomy 9,trisomq 9,Trisomy 8,Unmatched,5th
Trisomy 9,trisocmy 9,Trisomy 8,Unmatched,5th
Trisomy 9,trisoby 9,Trisomy 8,Unmatched,5th
Trisomy 9,trisoym 9,Trisomy 8,Unmatched,5th
Trisomy 9,tsisomy 9,Trisomy 8,Unmatched,5th
Trisomy 14,trisoy 14,Trisomy 18,Unmatched,5th
Trisomy 14,trismoy 14,Trisomy 18,Unmatched,5th
Trisomy 14,risomy 14,Trisomy 18,Unmatched,5th
Trisomy 14,xrisomy 14,Trisomy 18,Unmatched,5th
Trisomy 14,ctrisomy 14,Trisomy 18,Unmatched,5th
Trisomy 4p,triosmy 4p,Trisomy 18,Unmatched,5th
Trisomy 4p,trismy 4p,Trisomy 18,Unmatched,5th
Trisomy 4p,ltrisomy 4p,Trisomy 18,Unmatched,5th
Trisomy 4p,trisoly 4p,Trisomy 18,Unmatched,5th
Trisomy 4p,triosmy 4p,Trisomy 18,Unmatched,5th
Trisomy 16,risomy 16,Trisomy 18,Unmatched,5th
Trisomy 16,trismoy 16,Trisomy 18,Unmatched,5th
Trisomy 16,trismy 16,Trisomy 18,Unmatched,5th
Trisomy 16,trisoym 16,Trisomy 18,Unmatched,5th
Trisomy 16,trisoym 16,Trisomy 18,Unmatched,5th
