MRA_term,Modified_term,SearcherReturned_term,State,Rank
Alpha 2 globulin abnormal,alha 2 globuliq anormal,Alpha 1 globulin normal,Unmatched,2nd
Alpha 2 globulin abnormal,adpha 2 iglobulin bnormal,Alpha 1 globulin normal,Unmatched,2nd
Alpha 2 globulin decreased,alphra 2 gtlobulin oecreased,Alpha 1 globulin increased,Unmatched,2nd
Alpha 2 globulin decreased,alpqha 2 globulni ecreased,Alpha 1 globulin increased,Unmatched,2nd
Alpha 2 globulin decreased,alhpa 2 lgobulin edcreased,Alpha 1 globulin increased,Unmatched,2nd
Anotia,anoxia,Neonatal anoxia,Unmatched,2nd
Biopsy liver abnormal,biosy livr anormal,Biopsy lip normal,Unmatched,2nd
"Bladder cancer stage I, without cancer in situ",beadder acncer tage i withut cnncer in situ,"Bladder cancer stage 0, without cancer in situ",Unmatched,2nd
Blood calcium increased,lbood cacium ncreased,Blood cadmium increased,Unmatched,2nd
Blood chromium decreased,bloox chomium edcreased,Blood cadmium increased,Unmatched,2nd
Blood creatinine abnormal,bmood creatnine anbormal,Blood creatine normal,Unmatched,2nd
Blood group B,btood gorup b,Blood group AB,Unmatched,2nd
Blood group B,blod goup b,Blood group AB,Unmatched,2nd
Blood group B,blod grout b,Blood group AB,Unmatched,2nd
Blood group B,bolod grcup b,Blood group AB,Unmatched,2nd
Blood group B,brlood grop b,Blood group AB,Unmatched,2nd
Blood group O,pblood grou o,Blood group B,Unmatched,2nd
Blood group O,bolod kgroup o,Blood group B,Unmatched,2nd
Blood group O,lood goup o,Blood group B,Unmatched,2nd
Blood group O,blord rgoup o,Blood group B,Unmatched,2nd
Blood group O,bolod grokp o,Blood group B,Unmatched,2nd
Blood immunoglobulin E abnormal,blodo miumnoglobulin e abormal,Blood immunoglobulin A normal,Unmatched,2nd
Blood immunoglobulin E decreased,bolod immunogulohulin e dscreased,Blood immunoglobulin A increased,Unmatched,2nd
Blood immunoglobulin E decreased,blodo immunglobuln e jecreased,Blood immunoglobulin A increased,Unmatched,2nd
Blood immunoglobulin E increased,bloodp imunoglobulyn e itcreased,Blood immunoglobulin A increased,Unmatched,2nd
Blood immunoglobulin E normal,blodo immundoglobuln e snormal,Blood immunoglobulin A normal,Unmatched,2nd
Blood immunoglobulin G,bdood immuoglobuin g,Blood immunoglobulin E,Unmatched,2nd
Blood immunoglobulin G,btlood ikmmunogloublin g,Blood immunoglobulin E,Unmatched,2nd
Blood immunoglobulin G,blodo immenoglobulihn g,Blood immunoglobulin E,Unmatched,2nd
Blood immunoglobulin G,xblood imnmunoglobculin g,Blood immunoglobulin E,Unmatched,2nd
Blood immunoglobulin G,bfood immungoloblin g,Blood immunoglobulin E,Unmatched,2nd
Blood immunoglobulin G abnormal,xblood immuhoglbulin g banormal,Blood immunoglobulin A normal,Unmatched,2nd
Blood immunoglobulin G abnormal,bood immunogloublcn g abnomal,Blood immunoglobulin E abnormal,Unmatched,2nd
Blood immunoglobulin G abnormal,bqood imunoglcbulin g banormal,Blood immunoglobulin A normal,Unmatched,2nd
Blood immunoglobulin G abnormal,bloom iqmunoglobunin g awnormal,Blood immunoglobulin A normal,Unmatched,2nd
Blood immunoglobulin G abnormal,blodo iummunogloublin g abgnormal,Blood immunoglobulin E abnormal,Unmatched,2nd
Blood immunoglobulin G decreased,blgood immunoglmoulin g edcreased,Blood immunoglobulin A increased,Unmatched,2nd
Blood immunoglobulin G decreased,bloow immusoglobluin g decreasd,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin G decreased,blod imjmunogllbulin g decrased,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin G decreased,olood immdunoglobuin g sdecreased,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin G decreased,lbood immunoglbulwin g decreamed,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin G increased,byood immungobulin g increaesd,Blood immunoglobulin E increased,Unmatched,2nd
Blood immunoglobulin G increased,bolod immunoglgobpulin g rncreased,Blood immunoglobulin A increased,Unmatched,2nd
Blood immunoglobulin G increased,blod immunoegloulin g increasde,Blood immunoglobulin E increased,Unmatched,2nd
Blood immunoglobulin G increased,bloovd immnueoglobulin g increaseud,Blood immunoglobulin E increased,Unmatched,2nd
Blood immunoglobulin G increased,blosod mimunolobulin g increasetd,Blood immunoglobulin E increased,Unmatched,2nd
Blood immunoglobulin G normal,blolod vmmunoglobuliin g nomal,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin G normal,lood immuoglboulin g normzal,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin G normal,lbood imnuoglobulin g nomral,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin G normal,bloeod immujnoglobluin g normas,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin G normal,blod imlmunoglobulvn g normla,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin M,bloeod immuoqglobulin m,Blood immunoglobulin E,Unmatched,2nd
Blood immunoglobulin M,bloodm mimunglobulin m,Blood immunoglobulin E,Unmatched,2nd
Blood immunoglobulin M,blnood immnoglpbulin m,Blood immunoglobulin E,Unmatched,2nd
Blood immunoglobulin M,lbood uimmunolobulin m,Blood immunoglobulin E,Unmatched,2nd
Blood immunoglobulin M,blod immnyoglobulin m,Blood immunoglobulin E,Unmatched,2nd
Blood immunoglobulin M abnormal,blwod immunologbulin m bnormal,Blood immunoglobulin A normal,Unmatched,2nd
Blood immunoglobulin M abnormal,lood imunogolbulin m abnromal,Blood immunoglobulin E abnormal,Unmatched,2nd
Blood immunoglobulin M abnormal,blxood immunogboulin m abnromal,Blood immunoglobulin E abnormal,Unmatched,2nd
Blood immunoglobulin M abnormal,blodo immnuonglobulin m abnormaz,Blood immunoglobulin E abnormal,Unmatched,2nd
Blood immunoglobulin M abnormal,glood inmunokglobulin m abnormial,Blood immunoglobulin E abnormal,Unmatched,2nd
Blood immunoglobulin M decreased,blod imhmuoglobulin m decreasep,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin M decreased,bslood immnoglxbulin m dedreased,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin M decreased,blod immunoglobrlni m ecreased,Blood immunoglobulin A increased,Unmatched,2nd
Blood immunoglobulin M decreased,blogd immuloglobslin m edecreased,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin M decreased,blodo imcsmunoglobulin m decreasej,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin M increased,zblood imomupoglobulin m inczeased,Blood immunoglobulin E increased,Unmatched,2nd
Blood immunoglobulin M increased,bloopd immunoelobulni m increasld,Blood immunoglobulin E increased,Unmatched,2nd
Blood immunoglobulin M increased,bloo mimunogloulin m incrased,Blood immunoglobulin E increased,Unmatched,2nd
Blood immunoglobulin M increased,bood immunoglobiln m iwcreased,Blood immunoglobulin A increased,Unmatched,2nd
Blood immunoglobulin M increased,blooa mimnuoglobulin m increaged,Blood immunoglobulin E increased,Unmatched,2nd
Blood immunoglobulin M normal,yblood immunogldoblin m normla,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin M normal,ylood ibmunoglobuin m qormal,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin M normal,blohod mimunfoglobulin m onrmal,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin M normal,bnood iimunoglobulinu m normml,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin M normal,lood immunogzlobuli m onrmal,Blood immunoglobulin E normal,Unmatched,2nd
Blood methanol increased,lbood ethanol incraesed,Blood ethanol increased,Unmatched,2nd
Chronic lymphocytic leukaemia stage 2,qhronic lymphoytic leuaemia shtage 2,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 2,hcronic lymphocdytic leukwaemia stjge 2,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 2,crhronic lymphocytci lseukaemia stag 2,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
