MRA_term,Modified_term,SearcherReturned_term,State,Rank
Anotia,anoxia,Tissue anoxia,Unmatched,3rd
"Bladder cancer stage I, without cancer in situ",beadder acncer tage i withut cnncer in situ,"Bladder cancer stage I, with cancer in situ",Unmatched,3rd
Blood calcium increased,lbood cacium ncreased,Blood calcium decreased,Unmatched,3rd
Blood immunoglobulin E increased,bloodp imunoglobulyn e itcreased,Blood immunoglobulin E decreased,Unmatched,3rd
Blood immunoglobulin E normal,blodo immundoglobuln e snormal,Blood immunoglobulin E abnormal,Unmatched,3rd
Blood immunoglobulin G abnormal,xblood immuhoglbulin g banormal,Blood immunoglobulin E abnormal,Unmatched,3rd
Blood immunoglobulin G abnormal,bqood imunoglcbulin g banormal,Blood immunoglobulin E abnormal,Unmatched,3rd
Blood immunoglobulin G abnormal,bloom iqmunoglobunin g awnormal,Blood immunoglobulin E abnormal,Unmatched,3rd
Blood immunoglobulin G decreased,blgood immunoglmoulin g edcreased,Blood immunoglobulin E decreased,Unmatched,3rd
Blood immunoglobulin G increased,bolod immunoglgobpulin g rncreased,Blood immunoglobulin E decreased,Unmatched,3rd
Blood immunoglobulin M,bloeod immuoqglobulin m,Blood immunoglobulin G,Unmatched,3rd
Blood immunoglobulin M,bloodm mimunglobulin m,Blood immunoglobulin G,Unmatched,3rd
Blood immunoglobulin M,blnood immnoglpbulin m,Blood immunoglobulin G,Unmatched,3rd
Blood immunoglobulin M,lbood uimmunolobulin m,Blood immunoglobulin G,Unmatched,3rd
Blood immunoglobulin M,blod immnyoglobulin m,Blood immunoglobulin G,Unmatched,3rd
Blood immunoglobulin M abnormal,blwod immunologbulin m bnormal,Blood immunoglobulin E abnormal,Unmatched,3rd
Blood immunoglobulin M abnormal,lood imunogolbulin m abnromal,Blood immunoglobulin G abnormal,Unmatched,3rd
Blood immunoglobulin M abnormal,blxood immunogboulin m abnromal,Blood immunoglobulin G abnormal,Unmatched,3rd
Blood immunoglobulin M abnormal,blodo immnuonglobulin m abnormaz,Blood immunoglobulin G abnormal,Unmatched,3rd
Blood immunoglobulin M abnormal,glood inmunokglobulin m abnormial,Blood immunoglobulin G abnormal,Unmatched,3rd
Blood immunoglobulin M decreased,blod imhmuoglobulin m decreasep,Blood immunoglobulin G decreased,Unmatched,3rd
Blood immunoglobulin M decreased,bslood immnoglxbulin m dedreased,Blood immunoglobulin G decreased,Unmatched,3rd
Blood immunoglobulin M decreased,blod immunoglobrlni m ecreased,Blood immunoglobulin E decreased,Unmatched,3rd
Blood immunoglobulin M decreased,blogd immuloglobslin m edecreased,Blood immunoglobulin G decreased,Unmatched,3rd
